Cadillac;Seville SLS 4dr;8;275;18;26;3992;112;1977;72259
Cadillac;XLR convertible 2dr;8;320;17;25;3647;106;1978;84306
Cadillac;Escalade EXT;8;345;13;17;5879;130;1979;96355
Chevrolet;Suburban 1500 LT;8;295;14;18;4947;130;1980;19
Chevrolet;Tahoe LT;8;295;14;18;5050;116;1981;12063
Chevrolet;TrailBlazer LT;6;275;16;21;4425;113;1982;24109
Chevrolet;Tracker;6;165;19;22;2866;98;1983;36157
Chevrolet;Aveo 4dr;4;103;28;34;2370;98;1984;48207
Chevrolet;Aveo LS 4dr hatch;4;103;28;34;2348;98;1985;60259
Chevrolet;Cavalier 2dr;4;140;26;37;2617;104;1986;72313
Chevrolet;Cavalier 4dr;4;140;26;37;2676;104;1987;84369
Chevrolet;Cavalier LS 2dr;4;140;26;37;2617;104;1988;96427
Chevrolet;Impala 4dr;6;180;21;32;3465;111;1989;19
Chevrolet;Malibu 4dr;4;145;24;34;3174;106;1990;12072
Chevrolet;Malibu LS 4dr;6;200;22;30;3297;106;1991;24127
Chevrolet;Monte Carlo LS 2dr;6;180;21;32;3340;111;1992;36184
Chevrolet;Impala LS 4dr;6;200;20;30;3476;111;1993;48243
Chevrolet;Impala SS 4dr;6;240;18;28;3606;111;1994;60304
Chevrolet;Malibu LT 4dr;6;200;23;32;3315;106;1995;72367
Chevrolet;Monte Carlo SS 2dr;6;200;18;28;3434;111;1996;84432
Chevrolet;Astro;6;190;14;17;4605;111;1997;96499
Chevrolet;Venture LS;6;185;19;26;3699;112;1998;19
Chevrolet;Corvette 2dr;8;350;18;25;3246;105;1999;12081
Chevrolet;Corvette convertible 2dr;8;350;18;25;3248;105;2000;24145
Chevrolet;Avalanche 1500;8;295;14;18;5678;130;2001;36211
Chevrolet;Colorado Z85;4;175;18;23;3623;111;2002;48279
Chevrolet;Silverado 1500 Regular Cab;6;200;15;21;4142;119;2003;60349
Chevrolet;Silverado SS;8;300;13;17;4804;144;2004;72421
Chevrolet;SSR;8;300;16;19;4760;116;2005;84495
Chevrolet;Malibu Maxx LS;6;200;22;30;3458;112;2006;96571
Chrysler;PT Cruiser 4dr;4;150;22;29;3101;103;2007;19
Chrysler;PT Cruiser Limited 4dr;4;150;22;29;3105;103;2008;12090
Chrysler;Sebring 4dr;4;150;22;30;3173;108;2009;24163
Chrysler;Sebring Touring 4dr;6;200;21;28;3222;108;2010;36238
Chrysler;300M 4dr;6;250;18;27;3581;113;2011;48315
Chrysler;Concorde LX 4dr;6;200;21;29;3479;113;2012;60394
Chrysler;Concorde LXi 4dr;6;232;19;27;3548;113;2013;72475
Chrysler;PT Cruiser GT 4dr;4;220;21;27;3217;103;2014;84558
Chrysler;Sebring convertible 2dr;4;150;22;30;3357;106;2015;96643
Chrysler;300M Special Edition 4dr;6;255;18;27;3650;113;2016;19
Chrysler;Sebring Limited convertible 2dr;6;200;21;28;3448;106;1977;12099
Chrysler;Town and Country LX;6;180;19;26;4068;119;1978;24181
Chrysler;Town and Country Limited;6;215;18;25;4331;119;1979;36265
Chrysler;Crossfire 2dr;6;215;17;25;3060;95;1980;48351
Chrysler;Pacifica;6;250;17;23;4675;116;1981;60439
Dodge;Durango SLT;8;230;15;21;4987;119;1982;72529
Dodge;Neon SE 4dr;4;132;29;36;2581;105;1983;84621
Dodge;Neon SXT 4dr;4;132;29;36;2626;105;1984;96715
Dodge;Intrepid SE 4dr;6;200;21;29;3469;113;1985;19
Dodge;Stratus SXT 4dr;4;150;21;28;3182;108;1986;12108
Dodge;Stratus SE 4dr;4;150;21;28;3175;108;1987;24199
Dodge;Intrepid ES 4dr;6;232;18;27;3487;113;1988;36292
Dodge;Caravan SE;4;150;20;26;3862;113;1989;48387
Dodge;Grand Caravan SXT;6;215;18;25;4440;119;1990;60484
Dodge;Viper SRT-10 convertible 2dr;10;500;12;20;3410;99;1991;72583
Dodge;Dakota Regular Cab;6;210;16;22;3714;112;1992;84684
Dodge;Dakota Club Cab;6;210;16;22;3829;131;1993;96787
Dodge;Ram 1500 Regular Cab ST;6;215;16;21;4542;121;1994;19
Ford;Excursion 6.8 XLT;10;310;10;13;7190;137;1995;12117
Ford;Expedition 4.6 XLT;8;232;15;19;5000;119;1996;24217
Ford;Explorer XLT V6;6;210;15;20;4463;114;1997;36319
Ford;Escape XLS;6;201;18;23;3346;103;1998;48423
Ford;Focus ZX3 2dr hatch;4;130;26;33;2612;103;1999;60529
Ford;Focus LX 4dr;4;110;27;36;2606;103;2000;72637
Ford;Focus SE 4dr;4;130;26;33;2606;103;2001;84747
Ford;Focus ZX5 5dr;4;130;26;33;2691;103;2002;96859
Ford;Focus SVT 2dr;4;170;21;28;2750;103;2003;19
Ford;Taurus LX 4dr;6;155;20;27;3306;109;2004;12126
Ford;Taurus SES Duratec 4dr;6;201;19;26;3313;109;2005;24235
Ford;Crown Victoria 4dr;8;224;17;25;4057;115;2006;36346
Ford;Crown Victoria LX 4dr;8;224;17;25;4057;115;2007;48459
Ford;Crown Victoria LX Sport 4dr;8;239;17;25;4057;115;2008;60574
Ford;Freestar SE;6;193;17;23;4275;121;2009;72691
Ford;Mustang 2dr (convertible);6;193;20;29;3290;101;2010;84810
Ford;Mustang GT Premium convertible 2dr;8;260;17;25;3347;101;2011;96931
Ford;Thunderbird Deluxe convert w/hardtop 2d;8;280;17;24;3780;107;2012;19
Ford;F-150 Regular Cab XL;8;231;15;19;4788;126;2013;12135
Ford;F-150 Supercab Lariat;8;300;14;18;5464;133;2014;24253
Ford;Ranger 2.3 XL Regular Cab;4;143;24;29;3028;111;2015;36373
Ford;Focus ZTW;4;130;26;33;2702;103;2016;48495
Ford;Taurus SE;6;155;19;26;3497;109;1977;60619
GMC;Envoy XUV SLE;6;275;15;19;4945;129;1978;72745
GMC;Yukon 1500 SLE;8;285;16;19;5042;116;1979;84873
GMC;Yukon XL 2500 SLT;8;325;13;17;6133;130;1980;97003
GMC;Safari SLE;6;190;16;20;4309;111;1981;19
GMC;Canyon Z85 SL Regular Cab;4;175;18;25;3351;111;1982;12144
GMC;Sierra Extended Cab 1500;8;285;17;20;4548;144;1983;24271
GMC;Sierra HD 2500;8;300;13;18;5440;133;1984;36400
GMC;Sonoma Crew Cab;6;190;15;19;4083;123;1985;48531
Honda;Civic Hybrid 4dr manual (gas/electric);4;93;46;51;2732;103;1986;60664
Honda;Insight 2dr (gas/electric);3;73;60;66;1850;95;1987;72799
Honda;Pilot LX;6;240;17;22;4387;106;1988;84936
Honda;CR-V LX;4;160;21;25;3258;103;1989;97075
Honda;Element LX;4;160;21;24;3468;101;1990;19
Honda;Civic DX 2dr;4;115;32;38;2432;103;1991;12153
Honda;Civic HX 2dr;4;117;36;44;2500;103;1992;24289
Honda;Civic LX 4dr;4;115;32;38;2513;103;1993;36427
Honda;Accord LX 2dr;4;160;26;34;2994;105;1994;48567
Honda;Accord EX 2dr;4;160;26;34;3047;105;1995;60709
Honda;Civic EX 4dr;4;127;32;37;2601;103;1996;72853
Honda;Civic Si 2dr hatch;4;160;26;30;2782;101;1997;84999
Honda;Accord LX V6 4dr;6;240;21;30;3349;108;1998;97147
Honda;Accord EX V6 2dr;6;240;21;30;3294;105;1999;19
Honda;Odyssey LX;6;240;18;25;4310;118;2000;12162
Honda;Odyssey EX;6;240;18;25;4365;118;2001;24307
Honda;S2000 convertible 2dr;4;240;20;25;2835;95;2002;36454
Hummer;H2;8;316;10;12;6400;123;2003;48603
Hyundai;Santa Fe GLS;6;173;20;26;3549;103;2004;60754
Hyundai;Accent 2dr hatch;4;103;29;33;2255;96;2005;72907
Hyundai;Accent GL 4dr;4;103;29;33;2290;96;2006;85062
Hyundai;Accent GT 2dr hatch;4;103;29;33;2339;96;2007;97219
Hyundai;Elantra GLS 4dr;4;138;26;34;2635;103;2008;19
Hyundai;Elantra GT 4dr;4;138;26;34;2635;103;2009;12171
Hyundai;Elantra GT 4dr hatch;4;138;26;34;2698;103;2010;24325
Hyundai;Sonata GLS 4dr;6;170;19;27;3217;106;2011;36481
Hyundai;Sonata LX 4dr;6;170;19;27;3217;106;2012;48639
Hyundai;XG350 4dr;6;194;17;26;3651;108;2013;60799
Hyundai;XG350 L 4dr;6;194;17;26;3651;108;2014;72961
Hyundai;Tiburon GT V6 2dr;6;172;19;26;3023;100;2015;85125
Infiniti;G35 4dr;6;260;18;26;3336;112;2016;97291
Infiniti;G35 Sport Coupe 2dr;6;280;18;26;3416;112;1977;19
Infiniti;G35 4dr;6;260;18;26;3677;112;1978;12180
Infiniti;I35 4dr;6;255;19;26;3306;108;1979;24343
Infiniti;M45 4dr;8;340;17;23;3851;110;1980;36508
Infiniti;Q45 Luxury 4dr;8;340;17;23;3977;113;1981;48675
Infiniti;FX35;6;280;16;22;4056;112;1982;60844
Infiniti;FX45;8;315;15;19;4309;112;1983;73015
Isuzu;Ascender S;6;275;15;20;4967;129;1984;85188
Isuzu;Rodeo S;6;193;17;21;3836;106;1985;97363
Jaguar;X-Type 2.5 4dr;6;192;18;26;3428;107;1986;19
Jaguar;X-Type 3.0 4dr;6;227;18;25;3516;107;1987;12189
Jaguar;S-Type 3.0 4dr;6;235;18;26;3777;115;1988;24361
Jaguar;S-Type 4.2 4dr;8;294;18;28;3874;115;1989;36535
Jaguar;S-Type R 4dr;8;390;17;24;4046;115;1990;48711
Jaguar;Vanden Plas 4dr;8;294;18;28;3803;119;1991;60889
Jaguar;XJ8 4dr;8;294;18;28;3803;119;1992;73069
Jaguar;XJR 4dr;8;390;17;24;3948;119;1993;85251
Jaguar;XK8 coupe 2dr;8;294;18;26;3779;102;1994;97435
Jaguar;XK8 convertible 2dr;8;294;18;26;3980;102;1995;19
Jaguar;XKR coupe 2dr;8;390;16;23;3865;102;1996;12198
Jaguar;XKR convertible 2dr;8;390;16;23;4042;102;1997;24379
Jeep;Grand Cherokee Laredo;6;195;16;21;3790;106;1998;36562
Jeep;Liberty Sport;4;150;20;24;3826;104;1999;48747
Jeep;Wrangler Sahara convertible 2dr;6;190;16;19;3575;93;2000;60934
Kia;Sorento LX;6;192;16;19;4112;107;2001;73123
Kia;Optima LX 4dr;4;138;23;30;3281;106;2002;85314
Kia;Rio 4dr manual;4;104;26;33;2403;95;2003;97507
Kia;Rio 4dr auto;4;104;25;32;2458;95;2004;19
Kia;Spectra 4dr;4;124;24;32;2661;101;2005;12207
Kia;Spectra GS 4dr hatch;4;124;24;32;2686;101;2006;24397
Kia;Spectra GSX 4dr hatch;4;124;24;32;2697;101;2007;36589
Kia;Optima LX V6 4dr;6;170;20;27;3279;106;2008;48783
Kia;Amanti 4dr;6;195;17;25;4021;110;2009;60979
Kia;Sedona LX;6;195;16;22;4802;115;2010;73177
Kia;Rio Cinco;4;104;26;33;2447;95;2011;85377
Land Rover;Range Rover HSE;8;282;12;16;5379;113;2012;97579
Land Rover;Discovery SE;8;217;12;16;4576;100;2013;19
Land Rover;Freelander SE;6;174;18;21;3577;101;2014;12216
Lexus;GX 470;8;235;15;19;4740;110;2015;24415
Lexus;LX 470;8;235;13;17;5590;112;2016;36616
Lexus;RX 330;6;230;18;24;4065;107;1977;48819
Lexus;ES 330 4dr;6;225;20;29;3460;107;1978;61024
Lexus;IS 300 4dr manual;6;215;18;25;3255;105;1979;73231
Lexus;IS 300 4dr auto;6;215;18;24;3285;105;1980;85440
Lexus;GS 300 4dr;6;220;18;25;3649;110;1981;97651
Lexus;GS 430 4dr;8;300;18;23;3715;110;1982;19
Lexus;LS 430 4dr;8;290;18;25;3990;115;1983;12225
Lexus;SC 430 convertible 2dr;8;300;18;23;3840;103;1984;24433
Lexus;IS 300 SportCross;6;215;18;24;3410;105;1985;36643
Lincoln;Navigator Luxury;8;300;13;18;5969;119;1986;48855
Lincoln;Aviator Ultimate;8;302;13;18;4834;114;1987;61069
Lincoln;LS V6 Luxury 4dr;6;232;20;26;3681;115;1988;73285
Lincoln;LS V6 Premium 4dr;6;232;20;26;3681;115;1989;85503
Lincoln;LS V8 Sport 4dr;8;280;17;24;3768;115;1990;97723
Lincoln;LS V8 Ultimate 4dr;8;280;17;24;3768;115;1991;19
Lincoln;Town Car Signature 4dr;8;239;17;25;4369;118;1992;12234
Lincoln;Town Car Ultimate 4dr;8;239;17;25;4369;118;1993;24451
Lincoln;Town Car Ultimate L 4dr;8;239;17;25;4474;124;1994;36670
MINI;Cooper;4;115;28;37;2524;97;1995;48891
MINI;Cooper S;4;163;25;34;2678;97;1996;61114
Mazda;Tribute DX 2.0;4;130;22;25;3091;103;1997;73339
Mazda;Mazda3 i 4dr;4;148;26;34;2696;104;1998;85566
Mazda;Mazda3 s 4dr;4;160;25;31;2762;104;1999;97795
Mazda;Mazda6 i 4dr;4;160;24;32;3042;105;2000;19
Mazda;MPV ES;6;200;18;25;3812;112;2001;12243
Mazda;MX-5 Miata convertible 2dr;4;142;23;28;2387;89;2002;24469
Mazda;MX-5 Miata LS convertible 2dr;4;142;23;28;2387;89;2003;36697
Mazda;RX-8 4dr automatic;0;197;18;25;3053;106;2004;48927
Mazda;RX-8 4dr manual;0;238;18;24;3029;106;2005;61159
Mazda;B2300 SX Regular Cab;4;143;24;29;2960;112;2006;73393
Mazda;B4000 SE Cab Plus;6;207;15;19;3571;126;2007;85629
Mercedes-Benz;G500;8;292;13;14;5423;112;2008;97867
Mercedes-Benz;ML500;8;288;14;17;4874;111;2009;19
Mercedes-Benz;C230 Sport 2dr;4;189;22;30;3250;107;2010;12252
Mercedes-Benz;C320 Sport 2dr;6;215;19;26;3430;107;2011;24487
Mercedes-Benz;C240 4dr;6;168;20;25;3360;107;2012;36724
Mercedes-Benz;C240 4dr;6;168;19;25;3360;107;2013;48963
Mercedes-Benz;C320 Sport 4dr;6;215;19;26;3430;107;2014;61204
Mercedes-Benz;C320 4dr;6;215;20;26;3450;107;2015;73447
Mercedes-Benz;C320 4dr;6;215;19;27;3450;107;2016;85692
Mercedes-Benz;C32 AMG 4dr;6;349;16;21;3540;107;1977;97939
Mercedes-Benz;CL500 2dr;8;302;16;24;4085;114;1978;19
Mercedes-Benz;CL600 2dr;12;493;13;19;4473;114;1979;12261
Mercedes-Benz;CLK320 coupe 2dr (convertible);6;215;20;26;3770;107;1980;24505
Mercedes-Benz;CLK500 coupe 2dr (convertible);8;302;17;22;3585;107;1981;36751
Mercedes-Benz;E320 4dr;6;221;19;27;3635;112;1982;48999
Mercedes-Benz;E500 4dr;8;302;16;20;3815;112;1983;61249
Mercedes-Benz;S430 4dr;8;275;18;26;4160;122;1984;73501
Mercedes-Benz;S500 4dr;8;302;16;24;4390;122;1985;85755
Mercedes-Benz;SL500 convertible 2dr;8;302;16;23;4065;101;1986;98011
Mercedes-Benz;SL55 AMG 2dr;8;493;14;21;4235;101;1987;19
Mercedes-Benz;SL600 convertible 2dr;12;493;13;19;4429;101;1988;12270
Mercedes-Benz;SLK230 convertible 2dr;4;192;21;29;3055;95;1989;24523
Mercedes-Benz;SLK32 AMG 2dr;6;349;17;22;3220;95;1990;36778
Mercedes-Benz;C240;6;168;19;25;3470;107;1991;49035
Mercedes-Benz;E320;6;221;19;27;3966;112;1992;61294
Mercedes-Benz;E500;8;302;16;24;4230;112;1993;73555
Mercury;Mountaineer;6;210;16;21;4374;114;1994;85818
Mercury;Sable GS 4dr;6;155;20;27;3308;109;1995;98083
Mercury;Grand Marquis GS 4dr;8;224;17;25;4052;115;1996;19
Mercury;Grand Marquis LS Premium 4dr;8;224;17;25;4052;115;1997;12279
Mercury;Sable LS Premium 4dr;6;201;19;26;3315;109;1998;24541
Mercury;Grand Marquis LS Ultimate 4dr;8;224;17;25;4052;115;1999;36805
Mercury;Marauder 4dr;8;302;17;23;4195;115;2000;49071
Mercury;Monterey Luxury;6;201;16;23;4340;121;2001;61339
Mercury;Sable GS;6;155;19;26;3488;109;2002;73609
Mitsubishi;Endeavor XLS;6;215;17;21;4134;109;2003;85881
Mitsubishi;Montero XLS;6;215;15;19;4718;110;2004;98155
Mitsubishi;Outlander LS;4;160;21;27;3240;103;2005;19
Mitsubishi;Lancer ES 4dr;4;120;25;31;2656;102;2006;12288
Mitsubishi;Lancer LS 4dr;4;120;25;31;2795;102;2007;24559
Mitsubishi;Galant ES 2.4L 4dr;4;160;23;30;3351;108;2008;36832
Mitsubishi;Lancer OZ Rally 4dr auto;4;120;25;31;2744;102;2009;49107
Mitsubishi;Diamante LS 4dr;6;205;18;25;3549;107;2010;61384
Mitsubishi;Galant GTS 4dr;6;230;18;26;3649;108;2011;73663
Mitsubishi;Eclipse GTS 2dr;6;210;21;28;3241;101;2012;85944
Mitsubishi;Eclipse Spyder GT convertible 2dr;6;210;21;28;3296;101;2013;98227
Mitsubishi;Lancer Evolution 4dr;4;271;18;26;3263;103;2014;19
Mitsubishi;Lancer Sportback LS;4;160;25;31;3020;102;2015;12297
Nissan;Pathfinder Armada SE;8;305;13;19;5013;123;2016;24577
Nissan;Pathfinder SE;6;240;16;21;3871;106;1977;36859
Nissan;Xterra XE V6;6;180;17;20;3760;104;1978;49143
Nissan;Sentra 1.8 4dr;4;126;28;35;2513;100;1979;61429
Nissan;Sentra 1.8 S 4dr;4;126;28;35;2581;100;1980;73717
Nissan;Altima S 4dr;4;175;21;26;3039;110;1981;86007
Nissan;Sentra SE-R 4dr;4;165;23;28;2761;100;1982;98299
Nissan;Altima SE 4dr;6;245;21;26;3197;110;1983;19
Nissan;Maxima SE 4dr;6;265;20;28;3473;111;1984;12306
Nissan;Maxima SL 4dr;6;265;20;28;3476;111;1985;24595
Nissan;Quest S;6;240;19;26;4012;124;1986;36886
Nissan;Quest SE;6;240;18;25;4175;124;1987;49179
Nissan;350Z coupe 2dr;6;287;20;26;3188;104;1988;61474
Nissan;350Z Enthusiast convertible 2dr;6;287;20;26;3428;104;1989;73771
Nissan;Frontier King Cab XE V6;6;180;17;20;3932;116;1990;86070
Nissan;Titan King Cab XE;8;305;14;18;5287;140;1991;98371
Nissan;Murano SL;6;245;20;25;3801;111;1992;19
Oldsmobile;Alero GX 2dr;4;140;24;32;2946;107;1993;12315
Oldsmobile;Alero GLS 2dr;6;170;20;29;3085;107;1994;24613
Oldsmobile;Silhouette GL;6;185;19;26;3948;120;1995;36913
Pontiac;Aztekt;6;185;19;26;3779;108;1996;49215
Pontiac;Sunfire 1SA 2dr;4;140;24;33;2771;104;1997;61519
Pontiac;Grand Am GT 2dr;6;175;20;29;3118;107;1998;73825
Pontiac;Grand Prix GT1 4dr;6;200;20;30;3477;111;1999;86133
Pontiac;Sunfire 1SC 2dr;4;140;24;33;2771;104;2000;98443
Pontiac;Grand Prix GT2 4dr;6;200;20;30;3484;111;2001;19
Pontiac;Bonneville GXP 4dr;8;275;17;20;3790;112;2002;12324
Pontiac;Montana;6;185;19;26;3803;112;2003;24631
Pontiac;Montana EWB;6;185;18;24;4431;121;2004;36940
Pontiac;GTO 2dr;8;340;16;20;3725;110;2005;49251
Pontiac;Vibe;4;130;29;36;2701;102;2006;61564
Porsche;Cayenne S;8;340;14;18;4950;112;2007;73879
Porsche;911 Carrera convertible 2dr (coupe);6;315;18;26;3135;93;2008;86196
Porsche;911 Carrera 4S coupe 2dr (convert);6;315;17;24;3240;93;2009;98515
Porsche;911 Targa coupe 2dr;6;315;18;26;3119;93;2010;19
Porsche;911 GT2 2dr;6;477;17;24;3131;93;2011;12333
Porsche;Boxster convertible 2dr;6;228;20;29;2811;95;2012;24649
Porsche;Boxster S convertible 2dr;6;258;18;26;2911;95;2013;36967
Saab;9-3 Arc Sport 4dr;4;210;20;28;3175;105;2014;49287
Saab;9-3 Aero 4dr;4;210;20;28;3175;105;2015;61609
Saab;9-5 Arc 4dr;4;220;21;29;3470;106;2016;73933
Saab;9-5 Aero 4dr;4;250;21;29;3470;106;1977;86259
Saab;9-3 Arc convertible 2dr;4;210;21;29;3480;105;1978;98587
Saab;9-3 Aero convertible 2dr;4;210;21;30;3700;105;1979;19
Saab;9-5 Aero;4;250;19;29;3620;106;1980;12342
Saturn;VUE;4;143;21;26;3381;107;1981;24667
Saturn;Ion1 4dr;4;140;26;35;2692;103;1982;36994
Saturn;lon2 4dr;4;140;26;35;2692;103;1983;49323
Saturn;lon3 4dr;4;140;26;35;2692;103;1984;61654
Saturn;lon2 quad coupe 2dr;4;140;26;35;2751;103;1985;73987
Saturn;lon3 quad coupe 2dr;4;140;26;35;2751;103;1986;86322
Saturn;L300-2 4dr;6;182;20;28;3197;107;1987;98659
Saturn;L300 2;4;140;24;34;3109;107;1988;19
Scion;xA 4dr hatch;4;108;32;38;2340;93;1989;12351
Scion;xB;4;108;31;35;2425;98;1990;24685
Subaru;Impreza 2.5 RS 4dr;4;165;22;28;2965;99;1991;37021
Subaru;Legacy L 4dr;4;165;21;28;3285;104;1992;49359
Subaru;Legacy GT 4dr;4;165;21;28;3395;104;1993;61699
Subaru;Outback Limited Sedan 4dr;4;165;20;27;3495;104;1994;74041
Subaru;Outback H6 4dr;6;212;19;26;3610;104;1995;86385
Subaru;Outback H-6 VDC 4dr;6;212;19;26;3630;104;1996;98731
Subaru;Impreza WRX 4dr;4;227;20;27;3085;99;1997;19
Subaru;Impreza WRX STi 4dr;4;300;18;24;3263;100;1998;12360
Subaru;Baja;4;165;21;28;3485;104;1999;24703
Subaru;Forester X;4;165;21;28;3090;99;2000;37048
Subaru;Outback;4;165;21;28;3430;104;2001;49395
Suzuki;XL-7 EX;6;185;18;22;3682;110;2002;61744
Suzuki;Vitara LX;6;165;19;22;3020;98;2003;74095
Suzuki;Aeno S 4dr;4;155;25;31;2676;98;2004;86448
Suzuki;Aerio LX 4dr;4;155;25;31;2676;98;2005;98803
Suzuki;Forenza S 4dr;4;119;24;31;2701;102;2006;19
Suzuki;Forenza EX 4dr;4;119;22;30;2756;102;2007;12369
Suzuki;Verona LX 4dr;6;155;20;27;3380;106;2008;24721
Suzuki;Aerio SX;4;155;24;29;2932;98;2009;37075
Toyota;Prius 4dr (gas/electric);4;110;59;51;2890;106;2010;49431
Toyota;Sequoia SR5;8;240;14;17;5270;118;2011;61789
Toyota;4Runner SR5 V6;6;245;18;21;4035;110;2012;74149
Toyota;Highlander V6;6;230;18;24;3935;107;2013;86511
Toyota;Land Cruiser;8;325;13;17;5390;112;2014;98875
Toyota;RAV4;4;161;22;27;3119;98;2015;19
Toyota;Corolla CE 4dr;4;130;32;40;2502;102;2016;12378
Toyota;Corolla S 4dr;4;130;32;40;2524;102;1977;24739
Toyota;Corolla LE 4dr;4;130;32;40;2524;102;1978;37102
Toyota;Echo 2dr manual;4;108;35;43;2035;93;1979;49467
Toyota;Echo 2dr auto;4;108;33;39;2085;93;1980;61834
Toyota;Echo 4dr;4;108;35;43;2055;93;1981;74203
Toyota;Camry LE 4dr;4;157;24;33;3086;107;1982;86574
Toyota;Camry LE V6 4dr;6;210;21;29;3296;107;1983;98947
Toyota;Camry Solara SE 2dr;4;157;24;33;3175;107;1984;19
Toyota;Camry Solara SE V6 2dr;6;225;20;29;3417;107;1985;12387
Toyota;Avalon XL 4dr;6;210;21;29;3417;107;1986;24757
Toyota;Camry XLE V6 4dr;6;210;21;29;3362;107;1987;37129
Toyota;Camry Solara SLE V6 2dr;6;225;20;29;3439;107;1988;49503
Toyota;Avalon XLS 4dr;6;210;21;29;3439;107;1989;61879
Toyota;Sienna CE;6;230;19;27;4120;119;1990;74257
Toyota;Sienna XLE Limited;6;230;19;27;4165;119;1991;86637
Toyota;Celica GT-S 2dr;4;180;24;33;2500;102;1992;99019
Toyota;MR2 Spyder convertible 2dr;4;138;26;32;2195;97;1993;19
Toyota;Tacoma;4;142;22;27;2750;103;1994;12396
